# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NLJBGOEE_03759	GENE_NLJBGOEE_03759	TRANSCRIPT_NLJBGOEE_03759	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03760	GENE_NLJBGOEE_03760	TRANSCRIPT_NLJBGOEE_03760	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03761	GENE_NLJBGOEE_03761	TRANSCRIPT_NLJBGOEE_03761	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03762	GENE_NLJBGOEE_03762	TRANSCRIPT_NLJBGOEE_03762	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03763	GENE_NLJBGOEE_03763	TRANSCRIPT_NLJBGOEE_03763	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03764	GENE_NLJBGOEE_03764	TRANSCRIPT_NLJBGOEE_03764	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
NLJBGOEE_03765	GENE_NLJBGOEE_03765	TRANSCRIPT_NLJBGOEE_03765	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03766	GENE_NLJBGOEE_03766	TRANSCRIPT_NLJBGOEE_03766	protein_coding	0	0	2	5	0	0	0	0	1	0	0	2	0	0	0	0	0	0	4
NLJBGOEE_03767	GENE_NLJBGOEE_03767	TRANSCRIPT_NLJBGOEE_03767	protein_coding	0	2	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1
NLJBGOEE_03768	GENE_NLJBGOEE_03768	TRANSCRIPT_NLJBGOEE_03768	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NLJBGOEE_03769	GENE_NLJBGOEE_03769	TRANSCRIPT_NLJBGOEE_03769	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NLJBGOEE_03770	GENE_NLJBGOEE_03770	TRANSCRIPT_NLJBGOEE_03770	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03771	GENE_NLJBGOEE_03771	TRANSCRIPT_NLJBGOEE_03771	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03789	GENE_NLJBGOEE_03789	TRANSCRIPT_NLJBGOEE_03789	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03790	GENE_NLJBGOEE_03790	TRANSCRIPT_NLJBGOEE_03790	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03791	GENE_NLJBGOEE_03791	TRANSCRIPT_NLJBGOEE_03791	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03792	GENE_NLJBGOEE_03792	TRANSCRIPT_NLJBGOEE_03792	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03793	GENE_NLJBGOEE_03793	TRANSCRIPT_NLJBGOEE_03793	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03794	GENE_NLJBGOEE_03794	TRANSCRIPT_NLJBGOEE_03794	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03795	GENE_NLJBGOEE_03795	TRANSCRIPT_NLJBGOEE_03795	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03796	GENE_NLJBGOEE_03796	TRANSCRIPT_NLJBGOEE_03796	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03797	GENE_NLJBGOEE_03797	TRANSCRIPT_NLJBGOEE_03797	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_03798	GENE_NLJBGOEE_03798	TRANSCRIPT_NLJBGOEE_03798	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03799	GENE_NLJBGOEE_03799	TRANSCRIPT_NLJBGOEE_03799	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03800	GENE_NLJBGOEE_03800	TRANSCRIPT_NLJBGOEE_03800	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03801	GENE_NLJBGOEE_03801	TRANSCRIPT_NLJBGOEE_03801	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03802	GENE_NLJBGOEE_03802	TRANSCRIPT_NLJBGOEE_03802	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03803	GENE_NLJBGOEE_03803	TRANSCRIPT_NLJBGOEE_03803	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03804	GENE_NLJBGOEE_03804	TRANSCRIPT_NLJBGOEE_03804	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03805	GENE_NLJBGOEE_03805	TRANSCRIPT_NLJBGOEE_03805	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03806	GENE_NLJBGOEE_03806	TRANSCRIPT_NLJBGOEE_03806	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03807	GENE_NLJBGOEE_03807	TRANSCRIPT_NLJBGOEE_03807	protein_coding	0	0	2	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
NLJBGOEE_03808	GENE_NLJBGOEE_03808	TRANSCRIPT_NLJBGOEE_03808	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03809	GENE_NLJBGOEE_03809	TRANSCRIPT_NLJBGOEE_03809	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03810	GENE_NLJBGOEE_03810	TRANSCRIPT_NLJBGOEE_03810	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03811	GENE_NLJBGOEE_03811	TRANSCRIPT_NLJBGOEE_03811	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03812	GENE_NLJBGOEE_03812	TRANSCRIPT_NLJBGOEE_03812	protein_coding	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_03813	GENE_NLJBGOEE_03813	TRANSCRIPT_NLJBGOEE_03813	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03814	GENE_NLJBGOEE_03814	TRANSCRIPT_NLJBGOEE_03814	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03815	GENE_NLJBGOEE_03815	TRANSCRIPT_NLJBGOEE_03815	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03816	GENE_NLJBGOEE_03816	TRANSCRIPT_NLJBGOEE_03816	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03817	GENE_NLJBGOEE_03817	TRANSCRIPT_NLJBGOEE_03817	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03843	GENE_NLJBGOEE_03843	TRANSCRIPT_NLJBGOEE_03843	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03844	GENE_NLJBGOEE_03844	TRANSCRIPT_NLJBGOEE_03844	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03845	GENE_NLJBGOEE_03845	TRANSCRIPT_NLJBGOEE_03845	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03846	GENE_NLJBGOEE_03846	TRANSCRIPT_NLJBGOEE_03846	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03847	GENE_NLJBGOEE_03847	TRANSCRIPT_NLJBGOEE_03847	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03848	GENE_NLJBGOEE_03848	TRANSCRIPT_NLJBGOEE_03848	protein_coding	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
NLJBGOEE_03849	GENE_NLJBGOEE_03849	TRANSCRIPT_NLJBGOEE_03849	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03850	GENE_NLJBGOEE_03850	TRANSCRIPT_NLJBGOEE_03850	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03851	GENE_NLJBGOEE_03851	TRANSCRIPT_NLJBGOEE_03851	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03856	GENE_NLJBGOEE_03856	TRANSCRIPT_NLJBGOEE_03856	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03857	GENE_NLJBGOEE_03857	TRANSCRIPT_NLJBGOEE_03857	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03865	GENE_NLJBGOEE_03865	TRANSCRIPT_NLJBGOEE_03865	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03866	GENE_NLJBGOEE_03866	TRANSCRIPT_NLJBGOEE_03866	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03867	GENE_NLJBGOEE_03867	TRANSCRIPT_NLJBGOEE_03867	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03868	GENE_NLJBGOEE_03868	TRANSCRIPT_NLJBGOEE_03868	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03869	GENE_NLJBGOEE_03869	TRANSCRIPT_NLJBGOEE_03869	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_03870	GENE_NLJBGOEE_03870	TRANSCRIPT_NLJBGOEE_03870	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03871	GENE_NLJBGOEE_03871	TRANSCRIPT_NLJBGOEE_03871	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03872	GENE_NLJBGOEE_03872	TRANSCRIPT_NLJBGOEE_03872	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03874	GENE_NLJBGOEE_03874	TRANSCRIPT_NLJBGOEE_03874	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03875	GENE_NLJBGOEE_03875	TRANSCRIPT_NLJBGOEE_03875	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03876	GENE_NLJBGOEE_03876	TRANSCRIPT_NLJBGOEE_03876	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03877	GENE_NLJBGOEE_03877	TRANSCRIPT_NLJBGOEE_03877	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_03878	GENE_NLJBGOEE_03878	TRANSCRIPT_NLJBGOEE_03878	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03879	GENE_NLJBGOEE_03879	TRANSCRIPT_NLJBGOEE_03879	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03880	GENE_NLJBGOEE_03880	TRANSCRIPT_NLJBGOEE_03880	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03881	GENE_NLJBGOEE_03881	TRANSCRIPT_NLJBGOEE_03881	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03882	GENE_NLJBGOEE_03882	TRANSCRIPT_NLJBGOEE_03882	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03886	GENE_NLJBGOEE_03886	TRANSCRIPT_NLJBGOEE_03886	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03887	GENE_NLJBGOEE_03887	TRANSCRIPT_NLJBGOEE_03887	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03888	GENE_NLJBGOEE_03888	TRANSCRIPT_NLJBGOEE_03888	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_03889	GENE_NLJBGOEE_03889	TRANSCRIPT_NLJBGOEE_03889	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NLJBGOEE_03890	GENE_NLJBGOEE_03890	TRANSCRIPT_NLJBGOEE_03890	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NLJBGOEE_03891	GENE_NLJBGOEE_03891	TRANSCRIPT_NLJBGOEE_03891	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03892	GENE_NLJBGOEE_03892	TRANSCRIPT_NLJBGOEE_03892	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03893	GENE_NLJBGOEE_03893	TRANSCRIPT_NLJBGOEE_03893	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
NLJBGOEE_03894	GENE_NLJBGOEE_03894	TRANSCRIPT_NLJBGOEE_03894	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03895	GENE_NLJBGOEE_03895	TRANSCRIPT_NLJBGOEE_03895	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03896	GENE_NLJBGOEE_03896	TRANSCRIPT_NLJBGOEE_03896	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03921	GENE_NLJBGOEE_03921	TRANSCRIPT_NLJBGOEE_03921	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NLJBGOEE_03922	GENE_NLJBGOEE_03922	TRANSCRIPT_NLJBGOEE_03922	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NLJBGOEE_03923	GENE_NLJBGOEE_03923	TRANSCRIPT_NLJBGOEE_03923	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NLJBGOEE_03924	GENE_NLJBGOEE_03924	TRANSCRIPT_NLJBGOEE_03924	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
NLJBGOEE_03925	GENE_NLJBGOEE_03925	TRANSCRIPT_NLJBGOEE_03925	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
NLJBGOEE_03926	GENE_NLJBGOEE_03926	TRANSCRIPT_NLJBGOEE_03926	protein_coding	0	0	4	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0
NLJBGOEE_03927	GENE_NLJBGOEE_03927	TRANSCRIPT_NLJBGOEE_03927	protein_coding	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4
NLJBGOEE_03928	GENE_NLJBGOEE_03928	TRANSCRIPT_NLJBGOEE_03928	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03929	GENE_NLJBGOEE_03929	TRANSCRIPT_NLJBGOEE_03929	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03930	GENE_NLJBGOEE_03930	TRANSCRIPT_NLJBGOEE_03930	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03931	GENE_NLJBGOEE_03931	TRANSCRIPT_NLJBGOEE_03931	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03932	GENE_NLJBGOEE_03932	TRANSCRIPT_NLJBGOEE_03932	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03933	GENE_NLJBGOEE_03933	TRANSCRIPT_NLJBGOEE_03933	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03934	GENE_NLJBGOEE_03934	TRANSCRIPT_NLJBGOEE_03934	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03935	GENE_NLJBGOEE_03935	TRANSCRIPT_NLJBGOEE_03935	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03936	GENE_NLJBGOEE_03936	TRANSCRIPT_NLJBGOEE_03936	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03937	GENE_NLJBGOEE_03937	TRANSCRIPT_NLJBGOEE_03937	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03938	GENE_NLJBGOEE_03938	TRANSCRIPT_NLJBGOEE_03938	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03939	GENE_NLJBGOEE_03939	TRANSCRIPT_NLJBGOEE_03939	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03940	GENE_NLJBGOEE_03940	TRANSCRIPT_NLJBGOEE_03940	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03941	GENE_NLJBGOEE_03941	TRANSCRIPT_NLJBGOEE_03941	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03942	GENE_NLJBGOEE_03942	TRANSCRIPT_NLJBGOEE_03942	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03943	GENE_NLJBGOEE_03943	TRANSCRIPT_NLJBGOEE_03943	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03944	GENE_NLJBGOEE_03944	TRANSCRIPT_NLJBGOEE_03944	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NLJBGOEE_03945	GENE_NLJBGOEE_03945	TRANSCRIPT_NLJBGOEE_03945	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03946	GENE_NLJBGOEE_03946	TRANSCRIPT_NLJBGOEE_03946	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03947	GENE_NLJBGOEE_03947	TRANSCRIPT_NLJBGOEE_03947	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03948	GENE_NLJBGOEE_03948	TRANSCRIPT_NLJBGOEE_03948	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03949	GENE_NLJBGOEE_03949	TRANSCRIPT_NLJBGOEE_03949	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03950	GENE_NLJBGOEE_03950	TRANSCRIPT_NLJBGOEE_03950	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03951	GENE_NLJBGOEE_03951	TRANSCRIPT_NLJBGOEE_03951	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03952	GENE_NLJBGOEE_03952	TRANSCRIPT_NLJBGOEE_03952	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03953	GENE_NLJBGOEE_03953	TRANSCRIPT_NLJBGOEE_03953	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03954	GENE_NLJBGOEE_03954	TRANSCRIPT_NLJBGOEE_03954	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03955	GENE_NLJBGOEE_03955	TRANSCRIPT_NLJBGOEE_03955	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03956	GENE_NLJBGOEE_03956	TRANSCRIPT_NLJBGOEE_03956	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03957	GENE_NLJBGOEE_03957	TRANSCRIPT_NLJBGOEE_03957	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_03966	GENE_NLJBGOEE_03966	TRANSCRIPT_NLJBGOEE_03966	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03967	GENE_NLJBGOEE_03967	TRANSCRIPT_NLJBGOEE_03967	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03968	GENE_NLJBGOEE_03968	TRANSCRIPT_NLJBGOEE_03968	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03969	GENE_NLJBGOEE_03969	TRANSCRIPT_NLJBGOEE_03969	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03970	GENE_NLJBGOEE_03970	TRANSCRIPT_NLJBGOEE_03970	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
NLJBGOEE_03971	GENE_NLJBGOEE_03971	TRANSCRIPT_NLJBGOEE_03971	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03972	GENE_NLJBGOEE_03972	TRANSCRIPT_NLJBGOEE_03972	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03973	GENE_NLJBGOEE_03973	TRANSCRIPT_NLJBGOEE_03973	protein_coding	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
NLJBGOEE_03974	GENE_NLJBGOEE_03974	TRANSCRIPT_NLJBGOEE_03974	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NLJBGOEE_03975	GENE_NLJBGOEE_03975	TRANSCRIPT_NLJBGOEE_03975	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03976	GENE_NLJBGOEE_03976	TRANSCRIPT_NLJBGOEE_03976	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03977	GENE_NLJBGOEE_03977	TRANSCRIPT_NLJBGOEE_03977	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03978	GENE_NLJBGOEE_03978	TRANSCRIPT_NLJBGOEE_03978	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03979	GENE_NLJBGOEE_03979	TRANSCRIPT_NLJBGOEE_03979	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03980	GENE_NLJBGOEE_03980	TRANSCRIPT_NLJBGOEE_03980	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03981	GENE_NLJBGOEE_03981	TRANSCRIPT_NLJBGOEE_03981	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_03982	GENE_NLJBGOEE_03982	TRANSCRIPT_NLJBGOEE_03982	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03983	GENE_NLJBGOEE_03983	TRANSCRIPT_NLJBGOEE_03983	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03984	GENE_NLJBGOEE_03984	TRANSCRIPT_NLJBGOEE_03984	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03985	GENE_NLJBGOEE_03985	TRANSCRIPT_NLJBGOEE_03985	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03986	GENE_NLJBGOEE_03986	TRANSCRIPT_NLJBGOEE_03986	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03987	GENE_NLJBGOEE_03987	TRANSCRIPT_NLJBGOEE_03987	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03988	GENE_NLJBGOEE_03988	TRANSCRIPT_NLJBGOEE_03988	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03989	GENE_NLJBGOEE_03989	TRANSCRIPT_NLJBGOEE_03989	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_03990	GENE_NLJBGOEE_03990	TRANSCRIPT_NLJBGOEE_03990	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03991	GENE_NLJBGOEE_03991	TRANSCRIPT_NLJBGOEE_03991	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_03992	GENE_NLJBGOEE_03992	TRANSCRIPT_NLJBGOEE_03992	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
